CÓDIGO ACCIDENTE;CÓDIGO VEHÍCULO;CÓDIGO PERSONA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO PERSONA;GRAVEDAD;LUGAR ATENCIÓN LESIONADO;LUGAR DE DEFUNCIÓN;SITUACIÓN DE PERSONA;PAÍS DE NACIONALIDAD;OTRO PAÍS DE NACIONALIDAD;EDAD;SEXO;POSEE LICENCIA;ESTADO LICENCIA;CLASE_LICENCIA;¿SE SOMETIÓ A DOSAJE ETÍLICO CUALITATIVO?;RESULTADO DEL DOSAJE ETÍLICO CUALITATIVO;¿SE SOMETIÓ A DOSAJE ETÍLICO CUANTITATIVO?;VEHÍCULO;FECHA;AÑO;MES;DIA;HORA;CLASE DE SINIESTRO;CAUSA    ;CAUSA ESPECIFICA     
A-2021-01-188;V-2021-01-188-2;P-2021-01-188-2-1;CUSCO;CHUMBIVILCAS;COLQUEMARCA;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;9/01/2021;2021;ENERO;SÁBADO;8;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-49;V-2021-01-49-1;P-2021-01-49-1-1;LIMA;BARRANCA;PATIVILCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;9/01/2021;2021;ENERO;SÁBADO;16;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL
A-2021-01-63;V-2021-01-63-1;P-2021-01-63-1-1;ICA;ICA;SAN JOSE DE LOS MOLINOS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;9/01/2021;2021;ENERO;SÁBADO;19;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-63;V-2021-01-63-2;P-2021-01-63-2-1;ICA;ICA;SAN JOSE DE LOS MOLINOS;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;48;MASCULINO;NO;VENCIDA;A IIa;NO;NO CORRESPONDE;SI;TRIMOTO PASAJERO;9/01/2021;2021;ENERO;SÁBADO;19;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-109;V-2021-01-109-1;P-2021-01-109-1-2;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;54;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIÓN;10/01/2021;2021;ENERO;DOMINGO;2;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-405;V-2021-01-405-1;P-2021-01-405-1-1;HUANUCO;HUANUCO;AMARILIS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;64;MASCULINO;SI;VIGENTE;A IIIc;SI;NEGATIVO;SI;MOTOCICLETA;10/01/2021;2021;ENERO;DOMINGO;20;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE
A-2021-01-405;V-2021-01-405-2;P-2021-01-405-2-1;HUANUCO;HUANUCO;AMARILIS;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;30;MASCULINO;;VIGENTE;A I;SI;NEGATIVO;SI;TRIMOTO PASAJERO;10/01/2021;2021;ENERO;DOMINGO;20;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE
A-2021-01-51;V-2021-01-51-1;P-2021-01-51-1-2;LIMA;HUAURA;VEGUETA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;63;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NO INDICA;NO;VEHÍCULO NO IDENTIFICADO;10/01/2021;2021;ENERO;DOMINGO;5;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-55;V-2021-01-55-2;P-2021-01-55-2-2;SAN MARTIN;MOYOBAMBA;CALZADA;PASAJERO;LESIONADO;OTRO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;26;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;10/01/2021;2021;ENERO;DOMINGO;5;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-55;V-2021-01-55-2;P-2021-01-55-2-1;SAN MARTIN;MOYOBAMBA;CALZADA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;42;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;TRIMOTO PASAJERO;10/01/2021;2021;ENERO;DOMINGO;5;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-68;V-2021-01-68-1;P-2021-01-68-1-1;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;34;MASCULINO;NO;VIGENTE;B;NO;NO CORRESPONDE;NO;MOTOCICLETA;10/01/2021;2021;ENERO;DOMINGO;14;VOLCADURA;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE
A-2021-01-75;V-2021-01-75-1;P-2021-01-75-1-1;LA LIBERTAD;ASCOPE;PAIJAN;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;64;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;10/01/2021;2021;ENERO;DOMINGO;12;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-75;V-2021-01-75-2;P-2021-01-75-2-1;LA LIBERTAD;ASCOPE;PAIJAN;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;OTRO;VENEZUELA;23;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;10/01/2021;2021;ENERO;DOMINGO;12;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-75;V-2021-01-75-2;P-2021-01-75-2-2;LA LIBERTAD;ASCOPE;PAIJAN;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;OTRO;VENEZUELA;38;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;10/01/2021;2021;ENERO;DOMINGO;12;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-108;V-2021-01-108-1;P-2021-01-108-1-1;ICA;NASCA;MARCONA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;50;MASCULINO;SI;VIGENTE;B IIc;NO;NO CORRESPONDE;NO;MOTOCICLETA;11/01/2021;2021;ENERO;LUNES;10;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-140;V-2021-01-140-2;P-2021-01-140-2-1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;11/01/2021;2021;ENERO;LUNES;10;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL
A-2021-01-232;V-2021-01-232-1;P-2021-01-232-1-1;PUNO;SAN ROMAN;CABANA;CONDUCTOR;LESIONADO;OTRO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;26;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;SI;POSITIVO;NO;MOTOCICLETA;11/01/2021;2021;ENERO;LUNES;13;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-01-232;V-2021-01-232-1;P-2021-01-232-1-2;PUNO;SAN ROMAN;CABANA;PASAJERO;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;17;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;11/01/2021;2021;ENERO;LUNES;13;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-01-297;V-2021-01-297-1;P-2021-01-297-1-2;CUSCO;ESPINAR;PALLPATA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA PICK UP;11/01/2021;2021;ENERO;LUNES;7;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-72;V-2021-01-72-1;P-2021-01-72-1-2;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;AUTOMÓVIL;11/01/2021;2021;ENERO;LUNES;1;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-122;V-2021-01-122-1;P-2021-01-122-1-1;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;70;MASCULINO;NO;NO CORRESPONDE;NO CORRESPONDE;NO;NO CORRESPONDE;NO;BICICLETA;12/01/2021;2021;ENERO;MARTES;11;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-122;V-2021-01-122-3;P-2021-01-122-3-1;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;MOTOCICLETA;12/01/2021;2021;ENERO;MARTES;11;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-148;V-2021-01-148-1;P-2021-01-148-1-2;PASCO;PASCO;NINACACA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;54;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;STATION WAGON;13/01/2021;2021;ENERO;MIÉRCOLES;19;CHOQUE;NO INDICA;NO INDICA
A-2021-01-236;V-2021-01-236-1;P-2021-01-236-1-1;PUNO;SANDIA;PATAMBUCO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;25;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;13/01/2021;2021;ENERO;MIÉRCOLES;10;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-70;V-2021-01-70-1;P-2021-01-70-1-2;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;43;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;CAMIONETA PICK UP;13/01/2021;2021;ENERO;MIÉRCOLES;5;ATROPELLO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA
A-2021-01-82;V-2021-01-82-1;P-2021-01-82-1-2;LA LIBERTAD;ASCOPE;CHICAMA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;13/01/2021;2021;ENERO;MIÉRCOLES;3;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-114;V-2021-01-114-1;P-2021-01-114-1-1;SAN MARTIN;RIOJA;POSIC;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;14/01/2021;2021;ENERO;JUEVES;0;VOLCADURA;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-125;V-2021-01-125-2;P-2021-01-125-2-1;SAN MARTIN;HUALLAGA;SACANCHE;CONDUCTOR;LESIONADO;OTRO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;56;MASCULINO;SI;VIGENTE;B;SI;NEGATIVO;SI;TRIMOTO PASAJERO;14/01/2021;2021;ENERO;JUEVES;19;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-125;V-2021-01-125-2;P-2021-01-125-2-2;SAN MARTIN;HUALLAGA;SACANCHE;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;58;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;14/01/2021;2021;ENERO;JUEVES;19;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-139;V-2021-01-139-2;P-2021-01-139-2-1;APURIMAC;ABANCAY;TAMBURCO;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;23;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;SI;POSITIVO;SI;TRIMOTO CARGA;14/01/2021;2021;ENERO;JUEVES;18;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-139;V-2021-01-139-2;P-2021-01-139-2-2;APURIMAC;ABANCAY;TAMBURCO;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;25;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO CARGA;14/01/2021;2021;ENERO;JUEVES;18;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-266;V-2021-01-266-1;P-2021-01-266-1-2;LIMA;LIMA;SANTA ANITA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;62;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;CAMIONETA PICK UP;14/01/2021;2021;ENERO;JUEVES;6;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-267;V-2021-01-267-1;P-2021-01-267-1-2;LIMA;LIMA;LURIN;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;14/01/2021;2021;ENERO;JUEVES;1;VOLCADURA;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-267;V-2021-01-267-1;P-2021-01-267-1-1;LIMA;LIMA;LURIN;CONDUCTOR;NO SE CONOCE;;;IDENTIFICADO;PERÚ;NO CORRESPONDE;32;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;14/01/2021;2021;ENERO;JUEVES;1;VOLCADURA;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-01-380;V-2021-01-380-1;P-2021-01-380-1-1;AREQUIPA;CAYLLOMA;MAJES;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;39;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;14/01/2021;2021;ENERO;JUEVES;13;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-01-152;V-2021-01-152-1;P-2021-01-152-1-1;LA LIBERTAD;TRUJILLO;LA ESPERANZA;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;25;MASCULINO;NO;VIGENTE;B;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;15/01/2021;2021;ENERO;VIERNES;8;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-152;V-2021-01-152-2;P-2021-01-152-2-1;LA LIBERTAD;TRUJILLO;LA ESPERANZA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;80;MASCULINO;NO;NO CORRESPONDE;NO CORRESPONDE;NO;NO CORRESPONDE;NO;BICICLETA;15/01/2021;2021;ENERO;VIERNES;8;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-120;V-2021-01-120-2;P-2021-01-120-2-1;CAJAMARCA;HUALGAYOC;BAMBAMARCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;32;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;16/01/2021;2021;ENERO;SÁBADO;16;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL
A-2021-01-210;V-2021-01-210-1;P-2021-01-210-1-2;LA LIBERTAD;TRUJILLO;TRUJILLO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;42;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;ÓMNIBUS;16/01/2021;2021;ENERO;SÁBADO;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-269;V-2021-01-269-1;P-2021-01-269-1-1;LIMA;LIMA;COMAS;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;21;MASCULINO;NO;SIN DNI IDENTIFICADO;SIN DNI IDENTIFICADO;NO;NO CORRESPONDE;NO;MOTOCICLETA;16/01/2021;2021;ENERO;SÁBADO;18;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-269;V-2021-01-269-1;P-2021-01-269-1-2;LIMA;LIMA;COMAS;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;16/01/2021;2021;ENERO;SÁBADO;18;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-322;V-2021-01-322-1;P-2021-01-322-1-2;PIURA;TALARA;MANCORA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;OTRO;VENEZUELA;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;REMOLCADOR - SEMIRREMOLQUE;16/01/2021;2021;ENERO;SÁBADO;15;ATROPELLO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-01-392;V-2021-01-392-1;P-2021-01-392-1-1;CALLAO;CALLAO;LA PERLA;CONDUCTOR;LESIONADO;NO INDICA;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;MASCULINO;SI;VIGENTE;B IIc;NO;NO CORRESPONDE;SI;MOTOCICLETA;16/01/2021;2021;ENERO;SÁBADO;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-392;V-2021-01-392-1;P-2021-01-392-1-2;CALLAO;CALLAO;LA PERLA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;68;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;MOTOCICLETA;16/01/2021;2021;ENERO;SÁBADO;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-410;V-2021-01-410-1;P-2021-01-410-1-1;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;26;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;TRIMOTO PASAJERO;16/01/2021;2021;ENERO;SÁBADO;21;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-410;V-2021-01-410-1;P-2021-01-410-1-2;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;48;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;16/01/2021;2021;ENERO;SÁBADO;21;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-121;V-2021-01-121-1;P-2021-01-121-1-1;CAJAMARCA;HUALGAYOC;BAMBAMARCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;MASCULINO;SI;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;17/01/2021;2021;ENERO;DOMINGO;4;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-01-123;V-2021-01-123-2;P-2021-01-123-2-2;HUANUCO;LEONCIO PRADO;LUYANDO;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;18;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;17/01/2021;2021;ENERO;DOMINGO;23;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-123;V-2021-01-123-2;P-2021-01-123-2-1;HUANUCO;LEONCIO PRADO;LUYANDO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;17;MASCULINO;NO;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;SI;MOTOCICLETA;17/01/2021;2021;ENERO;DOMINGO;23;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-138;V-2021-01-138-1;P-2021-01-138-1-2;AMAZONAS;BONGARA;CHURUJA;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;14;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;17/01/2021;2021;ENERO;DOMINGO;16;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-138;V-2021-01-138-1;P-2021-01-138-1-1;AMAZONAS;BONGARA;CHURUJA;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;29;MASCULINO;SI;VIGENTE;B IIc;NO;NO CORRESPONDE;SI;MOTOCICLETA;17/01/2021;2021;ENERO;DOMINGO;16;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-01-141;V-2021-01-141-1;P-2021-01-141-1-2;APURIMAC;ABANCAY;ABANCAY;PASAJERO;LESIONADO;NO INDICA;NO CORRESPONDE;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;22;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;17/01/2021;2021;ENERO;DOMINGO;16;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO
